,x,y,w,h,score,match
64,108,1868,48,42,0.8071249,12_13_2022 LG 282 copy.jpg
26,128,1816,55,56,0.78783786,01_10_2023 LG 282 copy 5.jpg
86,140,1772,74,59,0.8108969,06_07_2019_processed copy.jpg
44,161,1726,43,51,0.83771,01_02_2023 LG 282 copy 9.jpg
6,181,1692,44,37,0.8170924,01_02_2023 LG 282 copy 2.jpg
63,190,1640,48,42,0.8344736,12_13_2022 LG 282 copy.jpg
89,202,1324,70,56,0.75776434,05_07_2019.jpg
85,208,1592,74,59,0.84267557,06_07_2019_processed copy.jpg
84,223,1547,74,59,0.8943612,06_07_2019_processed copy.jpg
83,240,1504,74,59,0.87387735,06_07_2019_processed copy.jpg
82,259,1460,74,59,0.8773412,06_07_2019_processed copy.jpg
81,278,1414,74,59,0.76938003,06_07_2019_processed copy.jpg
88,318,1081,70,56,0.71913457,05_07_2019.jpg
66,320,1342,60,46,0.7830748,01_10_2023 LG 282 copy 2.jpg
80,328,1290,74,59,0.7997487,06_07_2019_processed copy.jpg
87,335,1030,70,56,0.7007905,05_07_2019.jpg
79,345,1248,74,59,0.81034476,06_07_2019_processed copy.jpg
25,375,1206,55,56,0.81950396,01_10_2023 LG 282 copy 5.jpg
62,387,1164,48,42,0.8630249,12_13_2022 LG 282 copy.jpg
9,404,1121,49,47,0.81612283,01_02_2023 LG 282 copy 3.jpg
61,417,1077,48,42,0.8681679,12_13_2022 LG 282 copy.jpg
16,442,1037,49,48,0.78489435,01_02_2023 LG 282 copy 4.jpg
65,459,998,60,46,0.8539473,01_10_2023 LG 282 copy 2.jpg
20,476,957,53,39,0.8218504,01_10_2023 LG 282 copy 4.jpg
41,520,862,43,51,0.885925,01_02_2023 LG 282 copy 9.jpg
19,537,825,53,39,0.84720314,01_10_2023 LG 282 copy 4.jpg
40,563,771,43,51,0.8864295,01_02_2023 LG 282 copy 9.jpg
39,586,725,43,51,0.8986223,01_02_2023 LG 282 copy 9.jpg
8,614,669,49,47,0.72634494,01_02_2023 LG 282 copy 3.jpg
10,690,552,41,45,0.81342643,01_02_2023 LG 282 copy 7.jpg
