,x,y,w,h,score,match
32,9,1856,43,51,0.70219576,01_02_2023 LG 282 copy 9.jpg
83,60,1888,70,56,0.72843313,05_07_2019.jpg
46,117,1801,77,51,0.84960526,05_28_2019_processed copy.jpg
61,149,1762,49,46,0.7690105,01_10_2023 LG 282 copy 3.jpg
45,149,1707,77,51,0.8849206,05_28_2019_processed copy.jpg
44,168,1662,77,51,0.859794,05_28_2019_processed copy.jpg
43,183,1618,77,51,0.9028995,05_28_2019_processed copy.jpg
42,200,1572,77,51,0.8805688,05_28_2019_processed copy.jpg
41,216,1527,77,51,0.8981724,05_28_2019_processed copy.jpg
71,238,1485,74,59,0.8655717,06_07_2019_processed copy.jpg
16,252,1450,53,39,0.7292769,01_10_2023 LG 282 copy 4.jpg
40,264,1393,77,51,0.81019646,05_28_2019_processed copy.jpg
70,286,1354,74,59,0.77595556,06_07_2019_processed copy.jpg
39,298,1308,77,51,0.7818302,05_28_2019_processed copy.jpg
69,319,1271,74,59,0.81298375,06_07_2019_processed copy.jpg
38,328,1222,77,51,0.7885515,05_28_2019_processed copy.jpg
78,349,962,70,56,0.7408957,05_07_2019.jpg
68,354,1182,74,59,0.8368511,06_07_2019_processed copy.jpg
67,370,1137,74,59,0.7911046,06_07_2019_processed copy.jpg
66,386,1096,74,59,0.7817076,06_07_2019_processed copy.jpg
55,404,1057,48,42,0.83314645,12_13_2022 LG 282 copy.jpg
54,428,1014,48,42,0.80772084,12_13_2022 LG 282 copy.jpg
53,438,968,48,42,0.7779005,12_13_2022 LG 282 copy.jpg
65,457,926,74,59,0.81340766,06_07_2019_processed copy.jpg
51,476,885,48,42,0.8085305,12_13_2022 LG 282 copy.jpg
77,476,824,70,56,0.79187804,05_07_2019.jpg
63,514,796,74,59,0.8267026,06_07_2019_processed copy.jpg
75,538,688,70,56,0.78928894,05_07_2019.jpg
50,587,642,48,42,0.8092137,12_13_2022 LG 282 copy.jpg
13,616,600,53,39,0.85765874,01_10_2023 LG 282 copy 4.jpg
7,643,562,44,37,0.75446683,01_02_2023 LG 282 copy 2.jpg
59,656,527,60,46,0.7870811,01_10_2023 LG 282 copy 2.jpg
8,689,482,49,47,0.77841574,01_02_2023 LG 282 copy 3.jpg
74,697,417,70,56,0.7810176,05_07_2019.jpg
20,756,382,43,51,0.7889259,01_02_2023 LG 282 copy 9.jpg
10,781,351,53,39,0.8436495,01_10_2023 LG 282 copy 4.jpg
19,833,304,43,51,0.8285964,01_02_2023 LG 282 copy 9.jpg
72,885,233,70,56,0.843132,05_07_2019.jpg
6,964,192,41,85,0.7281216,01_27_2023 LG 282.jpg01_10_2023 LG 282 copy 12_processed copy 2.jpg
5,1016,169,41,85,0.751659,01_27_2023 LG 282.jpg01_10_2023 LG 282 copy 12_processed copy 2.jpg
2,1068,157,41,85,0.7421357,01_27_2023 LG 282.jpg01_10_2023 LG 282 copy 12_processed copy 2.jpg
3,1181,160,41,85,0.8069005,01_27_2023 LG 282.jpg01_10_2023 LG 282 copy 12_processed copy 2.jpg
4,1221,160,41,85,0.766635,01_27_2023 LG 282.jpg01_10_2023 LG 282 copy 12_processed copy 2.jpg
47,1266,196,48,42,0.81908834,12_13_2022 LG 282 copy.jpg
48,1318,214,48,42,0.72736645,12_13_2022 LG 282 copy.jpg
73,1386,264,70,56,0.82365596,05_07_2019.jpg
9,1458,312,57,43,0.8229934,12_13_2022 LG 282 copy 3.jpg
49,1501,342,48,42,0.7808029,12_13_2022 LG 282 copy.jpg
11,1543,383,53,39,0.7949213,01_10_2023 LG 282 copy 4.jpg
84,1611,556,52,44,0.7123992,06_14_2019_processed copy.jpg
12,1613,450,53,39,0.70684797,01_10_2023 LG 282 copy 4.jpg
21,1649,495,43,51,0.8159406,01_02_2023 LG 282 copy 9.jpg
1,1696,580,62,43,0.70586795,12_29_2022 LG 282 copy 2.jpg
62,1736,630,74,59,0.7203667,06_07_2019_processed copy.jpg
76,1759,713,70,56,0.82868797,05_07_2019.jpg
14,1844,844,53,39,0.7963077,01_10_2023 LG 282 copy 4.jpg
64,1876,881,74,59,0.7930907,06_07_2019_processed copy.jpg
60,1894,978,50,47,0.7348808,01_10_2023 LG 282 copy 10.jpg
52,1901,942,48,42,0.78054345,12_13_2022 LG 282 copy.jpg
79,1934,1036,70,56,0.7991215,05_07_2019.jpg
22,1941,982,43,51,0.8528288,01_02_2023 LG 282 copy 9.jpg
23,1983,1079,43,51,0.75879407,01_02_2023 LG 282 copy 9.jpg
24,2005,1120,43,51,0.77283686,01_02_2023 LG 282 copy 9.jpg
26,2010,1173,43,51,0.728814,01_02_2023 LG 282 copy 9.jpg
25,2030,1161,43,51,0.76288813,01_02_2023 LG 282 copy 9.jpg
80,2042,1257,70,56,0.74365604,05_07_2019.jpg
27,2050,1210,43,51,0.7579193,01_02_2023 LG 282 copy 9.jpg
28,2079,1300,43,51,0.79663193,01_02_2023 LG 282 copy 9.jpg
81,2110,1366,70,56,0.8808751,05_07_2019.jpg
37,2131,1881,43,51,0.73081976,01_02_2023 LG 282 copy 9.jpg
15,2147,1420,53,39,0.78828835,01_10_2023 LG 282 copy 4.jpg
0,2154,1500,100,51,0.7329111,06_04_2019_processed copy 3.jpg
