,x,y,w,h,score,match
86,146,1836,70,56,0.7509235,05_07_2019.jpg
85,148,1614,70,56,0.7393197,05_07_2019.jpg
38,152,1887,77,51,0.82428515,05_28_2019_processed copy.jpg
16,179,1831,53,39,0.8355955,01_10_2023 LG 282 copy 4.jpg
37,191,1746,77,51,0.8816092,05_28_2019_processed copy.jpg
15,192,1786,53,39,0.8111629,01_10_2023 LG 282 copy 4.jpg
36,208,1698,77,51,0.8684204,05_28_2019_processed copy.jpg
35,227,1651,77,51,0.8768505,05_28_2019_processed copy.jpg
34,247,1605,77,51,0.86816144,05_28_2019_processed copy.jpg
80,251,1372,70,56,0.7790202,05_07_2019.jpg
81,252,1404,70,56,0.7049698,05_07_2019.jpg
79,259,1331,70,56,0.730993,05_07_2019.jpg
54,274,1584,49,46,0.81732696,01_10_2023 LG 282 copy 3.jpg
33,286,1520,77,51,0.8558393,05_28_2019_processed copy.jpg
32,305,1475,77,51,0.7140758,05_28_2019_processed copy.jpg
31,324,1432,77,51,0.88321185,05_28_2019_processed copy.jpg
30,342,1390,77,51,0.9003522,05_28_2019_processed copy.jpg
29,360,1347,77,51,0.86871266,05_28_2019_processed copy.jpg
52,370,1294,101,74,0.8016984,06_04_2019_processed copy.jpg
0,405,1228,84,47,0.7794718,06_04_2019_processed copy 2.jpg
70,444,1184,74,59,0.74332476,06_07_2019_processed copy.jpg
69,457,1143,74,59,0.8375988,06_07_2019_processed copy.jpg
75,463,1078,70,56,0.7026648,05_07_2019.jpg
74,476,1033,70,56,0.71428174,05_07_2019.jpg
68,479,1102,74,59,0.76852924,06_07_2019_processed copy.jpg
28,490,1059,77,51,0.723161,05_28_2019_processed copy.jpg
67,514,1020,74,59,0.78392756,06_07_2019_processed copy.jpg
66,533,977,74,59,0.7844094,06_07_2019_processed copy.jpg
65,554,935,74,59,0.7733421,06_07_2019_processed copy.jpg
64,574,896,74,59,0.74013954,06_07_2019_processed copy.jpg
73,583,798,70,56,0.80721164,05_07_2019.jpg
63,593,853,74,59,0.8815379,06_07_2019_processed copy.jpg
62,629,771,74,59,0.82855976,06_07_2019_processed copy.jpg
61,655,728,74,59,0.77318406,06_07_2019_processed copy.jpg
60,675,686,74,59,0.75531733,06_07_2019_processed copy.jpg
71,743,444,70,56,0.70658135,05_07_2019.jpg
