,x,y,w,h,score,match
94,65,1768,70,56,0.74023044,05_07_2019.jpg
39,151,1842,53,39,0.9004361,01_10_2023 LG 282 copy 4.jpg
38,168,1794,53,39,0.8469994,01_10_2023 LG 282 copy 4.jpg
93,187,1555,70,56,0.75379735,05_07_2019.jpg
37,187,1744,53,39,0.8920837,01_10_2023 LG 282 copy 4.jpg
66,207,1696,43,51,0.774961,01_02_2023 LG 282 copy 9.jpg
14,229,1653,49,47,0.78553635,01_02_2023 LG 282 copy 3.jpg
36,244,1611,53,39,0.9017811,01_10_2023 LG 282 copy 4.jpg
35,265,1569,53,39,0.88747287,01_10_2023 LG 282 copy 4.jpg
34,285,1526,53,39,0.87907636,01_10_2023 LG 282 copy 4.jpg
33,302,1482,53,39,0.88286275,01_10_2023 LG 282 copy 4.jpg
80,324,1438,60,46,0.8579165,01_10_2023 LG 282 copy 2.jpg
90,330,1020,70,56,0.7438032,05_07_2019.jpg
91,332,1083,70,56,0.73655874,05_07_2019.jpg
32,339,1398,53,39,0.88311684,01_10_2023 LG 282 copy 4.jpg
76,375,1303,48,42,0.7792596,12_13_2022 LG 282 copy.jpg
74,395,1259,48,42,0.83591366,12_13_2022 LG 282 copy.jpg
31,413,1223,53,39,0.8118855,01_10_2023 LG 282 copy 4.jpg
30,431,1183,53,39,0.8596409,01_10_2023 LG 282 copy 4.jpg
73,450,1136,48,42,0.84304976,12_13_2022 LG 282 copy.jpg
29,470,1098,53,39,0.8246118,01_10_2023 LG 282 copy 4.jpg
72,488,1049,48,42,0.8046255,12_13_2022 LG 282 copy.jpg
92,494,1418,70,56,0.7292861,05_07_2019.jpg
28,509,1011,53,39,0.85639465,01_10_2023 LG 282 copy 4.jpg
77,518,1448,48,42,0.77221924,12_13_2022 LG 282 copy.jpg
71,526,965,48,42,0.8337183,12_13_2022 LG 282 copy.jpg
70,548,922,48,42,0.85116106,12_13_2022 LG 282 copy.jpg
27,568,886,53,39,0.81052715,01_10_2023 LG 282 copy 4.jpg
26,589,843,53,39,0.871345,01_10_2023 LG 282 copy 4.jpg
57,612,793,43,51,0.8441221,01_02_2023 LG 282 copy 9.jpg
25,630,753,53,39,0.84490407,01_10_2023 LG 282 copy 4.jpg
23,653,713,53,39,0.89682597,01_10_2023 LG 282 copy 4.jpg
56,704,612,43,51,0.88238585,01_02_2023 LG 282 copy 9.jpg
54,730,558,43,51,0.83888656,01_02_2023 LG 282 copy 9.jpg
18,785,476,49,48,0.845215,01_02_2023 LG 282 copy 4.jpg
51,811,436,43,51,0.8284023,01_02_2023 LG 282 copy 9.jpg
50,874,346,43,51,0.86294,01_02_2023 LG 282 copy 9.jpg
17,908,311,49,48,0.75306505,01_02_2023 LG 282 copy 4.jpg
16,945,278,49,48,0.8180373,01_02_2023 LG 282 copy 4.jpg
55,962,562,43,51,0.77141684,01_02_2023 LG 282 copy 9.jpg
0,977,238,62,43,0.81311506,12_29_2022 LG 282 copy 2.jpg
49,1074,177,43,51,0.92381966,01_02_2023 LG 282 copy 9.jpg
46,1125,155,43,51,0.8597947,01_02_2023 LG 282 copy 9.jpg
44,1176,141,43,51,0.9032647,01_02_2023 LG 282 copy 9.jpg
64,1222,1238,43,51,0.8122595,01_02_2023 LG 282 copy 9.jpg
41,1235,135,43,51,0.8984281,01_02_2023 LG 282 copy 9.jpg
15,1256,20,41,45,0.7177726,01_02_2023 LG 282 copy 7.jpg
42,1280,136,43,51,0.8923912,01_02_2023 LG 282 copy 9.jpg
43,1334,137,43,51,0.91532755,01_02_2023 LG 282 copy 9.jpg
45,1382,142,43,51,0.91869426,01_02_2023 LG 282 copy 9.jpg
47,1434,156,43,51,0.9129788,01_02_2023 LG 282 copy 9.jpg
