,x,y,w,h,score,match
60,53,1902,48,42,0.72351545,12_13_2022 LG 282 copy.jpg
61,247,1821,60,46,0.7399587,01_10_2023 LG 282 copy 2.jpg
48,254,1766,77,51,0.83699876,05_28_2019_processed copy.jpg
47,273,1720,77,51,0.8347774,05_28_2019_processed copy.jpg
70,297,1679,74,59,0.86104816,06_07_2019_processed copy.jpg
26,315,1640,53,39,0.9182574,01_10_2023 LG 282 copy 4.jpg
69,330,1591,74,59,0.80106324,06_07_2019_processed copy.jpg
68,349,1548,74,59,0.8334737,06_07_2019_processed copy.jpg
67,365,1503,74,59,0.8361674,06_07_2019_processed copy.jpg
66,383,1459,74,59,0.85028756,06_07_2019_processed copy.jpg
25,402,1425,53,39,0.8361544,01_10_2023 LG 282 copy 4.jpg
24,422,1377,53,39,0.84997374,01_10_2023 LG 282 copy 4.jpg
15,462,1282,41,45,0.7306125,01_02_2023 LG 282 copy 7.jpg
58,472,1242,48,42,0.81374204,12_13_2022 LG 282 copy.jpg
57,486,1201,48,42,0.8093787,12_13_2022 LG 282 copy.jpg
56,505,1158,48,42,0.8532473,12_13_2022 LG 282 copy.jpg
23,525,1120,53,39,0.8605919,01_10_2023 LG 282 copy 4.jpg
40,548,1067,43,51,0.86669666,01_02_2023 LG 282 copy 9.jpg
39,563,1025,43,51,0.8467754,01_02_2023 LG 282 copy 9.jpg
38,579,980,43,51,0.85142577,01_02_2023 LG 282 copy 9.jpg
37,603,940,43,51,0.8666691,01_02_2023 LG 282 copy 9.jpg
36,621,897,43,51,0.8885944,01_02_2023 LG 282 copy 9.jpg
19,638,860,49,48,0.835522,01_02_2023 LG 282 copy 4.jpg
12,658,816,49,47,0.8259289,01_02_2023 LG 282 copy 3.jpg
11,679,771,49,47,0.82849216,01_02_2023 LG 282 copy 3.jpg
35,701,725,43,51,0.8552641,01_02_2023 LG 282 copy 9.jpg
14,734,682,41,45,0.8203831,01_02_2023 LG 282 copy 7.jpg
13,750,640,41,45,0.7369402,01_02_2023 LG 282 copy 7.jpg
18,772,578,49,48,0.7203797,01_02_2023 LG 282 copy 4.jpg
10,791,525,44,37,0.7755459,01_02_2023 LG 282 copy 2.jpg
17,849,455,49,48,0.8399703,01_02_2023 LG 282 copy 4.jpg
9,876,412,44,37,0.7916709,01_02_2023 LG 282 copy 2.jpg
7,943,324,44,37,0.8541172,01_02_2023 LG 282 copy 2.jpg
6,979,292,44,37,0.8191958,01_02_2023 LG 282 copy 2.jpg
5,1016,251,44,37,0.70276487,01_02_2023 LG 282 copy 2.jpg
4,1061,214,44,37,0.77522504,01_02_2023 LG 282 copy 2.jpg
62,1075,369,49,46,0.7145082,01_10_2023 LG 282 copy 3.jpg
0,1154,341,84,47,0.72113717,06_04_2019_processed copy 2.jpg
33,1160,164,43,51,0.7110753,01_02_2023 LG 282 copy 9.jpg
22,1165,408,53,39,0.7164898,01_10_2023 LG 282 copy 4.jpg
31,1214,148,43,51,0.906926,01_02_2023 LG 282 copy 9.jpg
28,1268,141,43,51,0.88647425,01_02_2023 LG 282 copy 9.jpg
27,1319,140,43,51,0.8658501,01_02_2023 LG 282 copy 9.jpg
29,1370,142,43,51,0.9032418,01_02_2023 LG 282 copy 9.jpg
30,1418,147,43,51,0.8591936,01_02_2023 LG 282 copy 9.jpg
32,1471,158,43,51,0.8348505,01_02_2023 LG 282 copy 9.jpg
34,1515,548,43,51,0.7096717,01_02_2023 LG 282 copy 9.jpg
16,1566,212,57,43,0.7904191,12_13_2022 LG 282 copy 3.jpg
8,1767,399,44,37,0.7349301,01_02_2023 LG 282 copy 2.jpg
49,1879,580,48,42,0.8243917,12_13_2022 LG 282 copy.jpg
50,1900,633,48,42,0.79124004,12_13_2022 LG 282 copy.jpg
51,1927,682,48,42,0.7505685,12_13_2022 LG 282 copy.jpg
52,1953,726,48,42,0.86542386,12_13_2022 LG 282 copy.jpg
53,1967,763,48,42,0.7091213,12_13_2022 LG 282 copy.jpg
20,2032,892,47,63,0.72337127,01_02_2023 LG 282 copy 5.jpg
55,2064,1095,48,42,0.8309147,12_13_2022 LG 282 copy.jpg
21,2078,996,47,63,0.7849325,01_02_2023 LG 282 copy 5.jpg
54,2092,1059,48,42,0.76032317,12_13_2022 LG 282 copy.jpg
63,2112,1101,54,44,0.83361465,01_10_2023 LG 282 copy 11.jpg
64,2128,1147,54,44,0.8217352,01_10_2023 LG 282 copy 11.jpg
41,2154,1190,43,51,0.8424073,01_02_2023 LG 282 copy 9.jpg
1,2162,1240,62,43,0.8297901,12_29_2022 LG 282 copy 2.jpg
42,2188,1282,43,51,0.8692591,01_02_2023 LG 282 copy 9.jpg
59,2222,1367,48,42,0.8662823,12_13_2022 LG 282 copy.jpg
2,2233,1410,62,43,0.7887722,12_29_2022 LG 282 copy 2.jpg
65,2244,1456,60,53,0.84312934,01_10_2023 LG 282 copy 12.jpg
43,2277,1493,43,51,0.85907084,01_02_2023 LG 282 copy 9.jpg
71,2277,1569,70,56,0.847262,05_07_2019.jpg
44,2323,1625,43,51,0.845168,01_02_2023 LG 282 copy 9.jpg
45,2338,1667,43,51,0.7995443,01_02_2023 LG 282 copy 9.jpg
46,2352,1711,43,51,0.8482923,01_02_2023 LG 282 copy 9.jpg
72,2361,1792,70,56,0.871567,05_07_2019.jpg
3,2396,1853,62,43,0.803077,12_29_2022 LG 282 copy 2.jpg
