,x,y,w,h,score,match
75,122,1837,70,56,0.7363322,05_07_2019.jpg
22,134,1905,53,39,0.7504859,01_10_2023 LG 282 copy 4.jpg
52,160,1833,49,46,0.7743144,01_10_2023 LG 282 copy 3.jpg
39,164,1749,77,51,0.8651019,05_28_2019_processed copy.jpg
21,167,1801,53,39,0.76810503,01_10_2023 LG 282 copy 4.jpg
38,180,1703,77,51,0.86953276,05_28_2019_processed copy.jpg
37,195,1657,77,51,0.8066918,05_28_2019_processed copy.jpg
73,203,1598,70,56,0.8007626,05_07_2019.jpg
36,250,1520,77,51,0.8378909,05_28_2019_processed copy.jpg
35,264,1475,77,51,0.7757242,05_28_2019_processed copy.jpg
1,268,1438,84,47,0.73344874,06_04_2019_processed copy 2.jpg
70,288,1360,70,56,0.7258621,05_07_2019.jpg
14,306,1389,78,56,0.99954176,05_21_2019_processed copy.jpg
69,307,1318,70,56,0.73042816,05_07_2019.jpg
34,355,1257,77,51,0.8075523,05_28_2019_processed copy.jpg
19,378,1226,53,39,0.75536394,01_10_2023 LG 282 copy 4.jpg
44,393,1179,48,42,0.75647306,12_13_2022 LG 282 copy.jpg
67,394,1122,70,56,0.76541525,05_07_2019.jpg
66,408,1076,70,56,0.7438675,05_07_2019.jpg
65,428,1034,70,56,0.7497662,05_07_2019.jpg
63,451,971,70,56,0.74021596,05_07_2019.jpg
11,521,931,41,45,0.73940873,01_02_2023 LG 282 copy 7.jpg
32,549,846,43,51,0.81661344,01_02_2023 LG 282 copy 9.jpg
61,561,753,70,56,0.72195953,05_07_2019.jpg
59,627,623,70,56,0.7073268,05_07_2019.jpg
31,631,680,43,51,0.7903029,01_02_2023 LG 282 copy 9.jpg
58,670,539,70,56,0.720968,05_07_2019.jpg
41,717,502,48,42,0.8836159,12_13_2022 LG 282 copy.jpg
30,774,419,43,51,0.93719155,01_02_2023 LG 282 copy 9.jpg
28,802,373,43,51,0.89686584,01_02_2023 LG 282 copy 9.jpg
27,874,292,43,51,0.73748773,01_02_2023 LG 282 copy 9.jpg
13,901,261,49,48,0.8710802,01_02_2023 LG 282 copy 4.jpg
10,939,225,49,47,0.83235604,01_02_2023 LG 282 copy 3.jpg
5,978,206,62,43,0.86162335,12_29_2022 LG 282 copy 2.jpg
6,1087,130,51,63,0.8507823,01_02_2023 LG 282 copy.jpg
8,1141,114,46,66,0.7915448,12_13_2022 LG 282 copy 4.jpg
23,1182,115,43,51,0.8302471,01_02_2023 LG 282 copy 9.jpg
7,1232,111,46,66,0.83662146,12_13_2022 LG 282 copy 4.jpg
24,1285,117,43,51,0.9237755,01_02_2023 LG 282 copy 9.jpg
25,1326,117,43,51,0.816037,01_02_2023 LG 282 copy 9.jpg
26,1372,132,43,51,0.89565086,01_02_2023 LG 282 copy 9.jpg
54,1467,182,55,45,0.7284454,01_10_2023 LG 282 copy 13.jpg
12,1515,226,57,43,0.7854787,12_13_2022 LG 282 copy 3.jpg
50,1550,266,50,47,0.87742275,01_10_2023 LG 282 copy 10.jpg
51,1590,301,50,47,0.85930383,01_10_2023 LG 282 copy 10.jpg
40,1636,421,48,42,0.71235025,12_13_2022 LG 282 copy.jpg
56,1649,377,60,53,0.8886071,01_10_2023 LG 282 copy 12.jpg
29,1689,412,43,51,0.8525124,01_02_2023 LG 282 copy 9.jpg
57,1729,501,60,53,0.8574486,01_10_2023 LG 282 copy 12.jpg
15,1763,547,53,39,0.81546134,01_10_2023 LG 282 copy 4.jpg
60,1790,630,70,56,0.81965667,05_07_2019.jpg
16,1832,683,53,39,0.80989873,01_10_2023 LG 282 copy 4.jpg
0,1849,757,84,47,0.82425535,06_04_2019_processed copy 2.jpg
55,1851,722,55,45,0.7657261,01_10_2023 LG 282 copy 13.jpg
42,1902,841,48,42,0.7991267,12_13_2022 LG 282 copy.jpg
17,1921,887,53,39,0.7737814,01_10_2023 LG 282 copy 4.jpg
62,1923,923,70,56,0.80686235,05_07_2019.jpg
64,1958,1002,70,56,0.75403214,05_07_2019.jpg
18,1959,971,53,39,0.77276564,01_10_2023 LG 282 copy 4.jpg
9,1974,1045,75,57,0.75628,05_14_2019_processed copy.jpg
33,2018,1085,43,51,0.79749113,01_02_2023 LG 282 copy 9.jpg
43,2032,1135,48,42,0.81054044,12_13_2022 LG 282 copy.jpg
3,2042,1250,100,51,0.7264593,06_04_2019_processed copy 3.jpg
68,2044,1212,70,56,0.8013712,05_07_2019.jpg
71,2110,1376,70,56,0.8496056,05_07_2019.jpg
45,2117,1338,48,42,0.82165086,12_13_2022 LG 282 copy.jpg
46,2151,1429,48,42,0.78420913,12_13_2022 LG 282 copy.jpg
72,2161,1508,70,56,0.81153595,05_07_2019.jpg
47,2168,1468,48,42,0.82765776,12_13_2022 LG 282 copy.jpg
53,2196,1554,54,44,0.855743,01_10_2023 LG 282 copy 11.jpg
48,2218,1603,48,42,0.8034716,12_13_2022 LG 282 copy.jpg
20,2235,1646,53,39,0.77641284,01_10_2023 LG 282 copy 4.jpg
4,2251,1789,100,51,0.7878087,06_04_2019_processed copy 3.jpg
49,2269,1745,48,42,0.87340486,12_13_2022 LG 282 copy.jpg
74,2276,1831,70,56,0.81015456,05_07_2019.jpg
2,2285,1877,84,47,0.75397414,06_04_2019_processed copy 2.jpg
