,x,y,w,h,score,match
74,178,1845,52,44,0.7502716,06_14_2019_processed copy.jpg
19,215,1750,53,39,0.8671265,01_10_2023 LG 282 copy 4.jpg
62,236,1435,70,56,0.7023553,05_07_2019.jpg
73,252,1656,52,44,0.79264176,06_14_2019_processed copy.jpg
72,268,1611,52,44,0.77682936,06_14_2019_processed copy.jpg
71,306,1524,52,44,0.81239927,06_14_2019_processed copy.jpg
70,323,1478,52,44,0.70793027,06_14_2019_processed copy.jpg
18,346,1439,53,39,0.79595345,01_10_2023 LG 282 copy 4.jpg
58,373,1389,49,46,0.7534333,01_10_2023 LG 282 copy 3.jpg
61,375,1309,70,56,0.71816707,05_07_2019.jpg
17,384,1358,53,39,0.7936747,01_10_2023 LG 282 copy 4.jpg
16,406,1303,53,39,0.768421,01_10_2023 LG 282 copy 4.jpg
46,441,1227,43,51,0.81382996,01_02_2023 LG 282 copy 9.jpg
8,456,1669,41,45,0.7396668,01_02_2023 LG 282 copy 7.jpg
44,477,1143,43,51,0.8321039,01_02_2023 LG 282 copy 9.jpg
42,497,1102,43,51,0.8450848,01_02_2023 LG 282 copy 9.jpg
41,512,1062,43,51,0.80666137,01_02_2023 LG 282 copy 9.jpg
40,531,1022,43,51,0.80202156,01_02_2023 LG 282 copy 9.jpg
39,553,980,43,51,0.8444512,01_02_2023 LG 282 copy 9.jpg
37,574,940,43,51,0.82618773,01_02_2023 LG 282 copy 9.jpg
36,613,856,43,51,0.8711137,01_02_2023 LG 282 copy 9.jpg
35,631,813,43,51,0.8623658,01_02_2023 LG 282 copy 9.jpg
68,646,777,52,44,0.75978416,06_14_2019_processed copy.jpg
33,677,727,43,51,0.89008963,01_02_2023 LG 282 copy 9.jpg
67,691,687,52,44,0.84686863,06_14_2019_processed copy.jpg
66,713,644,52,44,0.8510421,06_14_2019_processed copy.jpg
31,769,550,43,51,0.90866625,01_02_2023 LG 282 copy 9.jpg
12,792,516,49,48,0.79874265,01_02_2023 LG 282 copy 4.jpg
29,849,424,43,51,0.9012356,01_02_2023 LG 282 copy 9.jpg
28,882,379,43,51,0.83641183,01_02_2023 LG 282 copy 9.jpg
7,950,310,49,47,0.8328423,01_02_2023 LG 282 copy 3.jpg
27,991,272,43,51,0.757561,01_02_2023 LG 282 copy 9.jpg
26,1035,231,43,51,0.9176713,01_02_2023 LG 282 copy 9.jpg
23,1186,166,43,51,0.8922158,01_02_2023 LG 282 copy 9.jpg
21,1235,162,43,51,0.7539892,01_02_2023 LG 282 copy 9.jpg
20,1281,161,43,51,0.8528675,01_02_2023 LG 282 copy 9.jpg
22,1329,163,43,51,0.94308907,01_02_2023 LG 282 copy 9.jpg
25,1341,223,43,51,0.70832,01_02_2023 LG 282 copy 9.jpg
24,1374,169,43,51,0.9380157,01_02_2023 LG 282 copy 9.jpg
1,1462,207,62,43,0.85241026,12_29_2022 LG 282 copy 2.jpg
9,1510,236,57,43,0.82791966,12_13_2022 LG 282 copy 3.jpg
13,1600,314,47,40,0.8491023,01_10_2023 LG 282 copy 8.jpg
10,1668,390,57,43,0.8265387,12_13_2022 LG 282 copy 3.jpg
2,1705,429,62,43,0.8213616,12_29_2022 LG 282 copy 2.jpg
50,1730,553,48,42,0.7751384,12_13_2022 LG 282 copy.jpg
51,1745,587,48,42,0.7186952,12_13_2022 LG 282 copy.jpg
49,1756,512,48,42,0.86126626,12_13_2022 LG 282 copy.jpg
30,1786,548,43,51,0.9119083,01_02_2023 LG 282 copy 9.jpg
52,1831,648,48,42,0.8665898,12_13_2022 LG 282 copy.jpg
32,1857,688,43,51,0.89702785,01_02_2023 LG 282 copy 9.jpg
14,1890,779,47,40,0.8103666,01_10_2023 LG 282 copy 8.jpg
34,1917,807,43,51,0.8327018,01_02_2023 LG 282 copy 9.jpg
3,1924,853,62,43,0.89864075,12_29_2022 LG 282 copy 2.jpg
59,1938,892,60,53,0.8674573,01_10_2023 LG 282 copy 12.jpg
4,1957,934,62,43,0.8603248,12_29_2022 LG 282 copy 2.jpg
38,1989,972,43,51,0.84204936,01_02_2023 LG 282 copy 9.jpg
5,1992,1020,62,43,0.8370594,12_29_2022 LG 282 copy 2.jpg
53,2001,1162,48,42,0.7501979,12_13_2022 LG 282 copy.jpg
15,2022,1059,53,39,0.81001896,01_10_2023 LG 282 copy 4.jpg
6,2030,1101,62,43,0.7888725,12_29_2022 LG 282 copy 2.jpg
43,2063,1137,43,51,0.8104694,01_02_2023 LG 282 copy 9.jpg
45,2076,1181,43,51,0.7890402,01_02_2023 LG 282 copy 9.jpg
60,2077,1226,74,59,0.70687795,06_07_2019_processed copy.jpg
47,2089,1301,43,51,0.7827179,01_02_2023 LG 282 copy 9.jpg
69,2137,1339,52,44,0.7654529,06_14_2019_processed copy.jpg
55,2156,1579,48,42,0.7366991,12_13_2022 LG 282 copy.jpg
54,2160,1460,48,42,0.7157284,12_13_2022 LG 282 copy.jpg
63,2181,1515,70,56,0.7935104,05_07_2019.jpg
0,2186,1560,100,51,0.7052387,06_04_2019_processed copy 3.jpg
11,2198,1349,45,42,0.7153729,01_02_2023 LG 282 copy 6.jpg
56,2235,1608,48,42,0.82843053,12_13_2022 LG 282 copy.jpg
48,2256,1648,43,51,0.7921965,01_02_2023 LG 282 copy 9.jpg
64,2269,1728,70,56,0.8275704,05_07_2019.jpg
65,2286,1776,70,56,0.73864263,05_07_2019.jpg
57,2323,1830,48,42,0.78906965,12_13_2022 LG 282 copy.jpg
