,x,y,w,h,score,match
33,172,1904,53,39,0.700168,01_10_2023 LG 282 copy 4.jpg
32,197,1832,53,39,0.89136755,01_10_2023 LG 282 copy 4.jpg
31,217,1785,53,39,0.90578675,01_10_2023 LG 282 copy 4.jpg
30,237,1738,53,39,0.9309137,01_10_2023 LG 282 copy 4.jpg
29,256,1693,53,39,0.9144541,01_10_2023 LG 282 copy 4.jpg
28,295,1607,53,39,0.8299685,01_10_2023 LG 282 copy 4.jpg
27,313,1562,53,39,0.86493784,01_10_2023 LG 282 copy 4.jpg
26,330,1520,53,39,0.8056169,01_10_2023 LG 282 copy 4.jpg
25,350,1479,53,39,0.776891,01_10_2023 LG 282 copy 4.jpg
61,363,1431,48,42,0.78797245,12_13_2022 LG 282 copy.jpg
12,363,779,41,45,0.73266864,01_02_2023 LG 282 copy 7.jpg
63,377,1377,101,74,0.72796565,06_04_2019_processed copy.jpg
59,387,1389,48,42,0.7871052,12_13_2022 LG 282 copy.jpg
58,419,1307,48,42,0.7730052,12_13_2022 LG 282 copy.jpg
57,459,1226,48,42,0.81892174,12_13_2022 LG 282 copy.jpg
55,471,1182,48,42,0.7518473,12_13_2022 LG 282 copy.jpg
54,495,1143,48,42,0.8471888,12_13_2022 LG 282 copy.jpg
13,508,1194,41,45,0.7187005,01_02_2023 LG 282 copy 7.jpg
53,515,1104,48,42,0.824272,12_13_2022 LG 282 copy.jpg
2,535,1060,62,43,0.8275551,12_29_2022 LG 282 copy 2.jpg
51,556,1020,48,42,0.78456986,12_13_2022 LG 282 copy.jpg
49,574,978,48,42,0.8304186,12_13_2022 LG 282 copy.jpg
48,593,936,48,42,0.7498924,12_13_2022 LG 282 copy.jpg
9,614,896,49,47,0.7629673,01_02_2023 LG 282 copy 3.jpg
40,641,851,43,51,0.81956923,01_02_2023 LG 282 copy 9.jpg
23,664,816,53,39,0.8380788,01_10_2023 LG 282 copy 4.jpg
79,674,769,52,44,0.70854586,06_14_2019_processed copy.jpg
39,712,719,43,51,0.8441375,01_02_2023 LG 282 copy 9.jpg
78,726,680,52,44,0.79971856,06_14_2019_processed copy.jpg
19,757,633,49,48,0.7954412,01_02_2023 LG 282 copy 4.jpg
18,785,593,49,48,0.77240735,01_02_2023 LG 282 copy 4.jpg
8,810,554,49,47,0.8201384,01_02_2023 LG 282 copy 3.jpg
11,848,508,41,45,0.7732856,01_02_2023 LG 282 copy 7.jpg
10,885,464,41,45,0.7983802,01_02_2023 LG 282 copy 7.jpg
