,x,y,w,h,score,match
48,66,1864,48,42,0.86356395,12_13_2022 LG 282 copy.jpg
16,83,1819,53,39,0.8575168,01_10_2023 LG 282 copy 4.jpg
15,98,1772,53,39,0.7670907,01_10_2023 LG 282 copy 4.jpg
32,118,1720,43,51,0.8252942,01_02_2023 LG 282 copy 9.jpg
47,133,1674,48,42,0.779439,12_13_2022 LG 282 copy.jpg
38,143,1624,77,51,0.84195703,05_28_2019_processed copy.jpg
45,170,1585,48,42,0.82256526,12_13_2022 LG 282 copy.jpg
65,182,1490,70,56,0.76235604,05_07_2019.jpg
29,224,1448,43,51,0.84423023,01_02_2023 LG 282 copy 9.jpg
64,236,1354,70,56,0.71072364,05_07_2019.jpg
59,238,1405,74,59,0.7730947,06_07_2019_processed copy.jpg
37,265,1313,77,51,0.72169095,05_28_2019_processed copy.jpg
58,291,1270,74,59,0.8305268,06_07_2019_processed copy.jpg
26,325,1191,43,51,0.84804267,01_02_2023 LG 282 copy 9.jpg
42,344,1151,48,42,0.8154103,12_13_2022 LG 282 copy.jpg
57,364,1104,74,59,0.7366203,06_07_2019_processed copy.jpg
34,374,1892,43,51,0.7565163,01_02_2023 LG 282 copy 9.jpg
25,386,1059,43,51,0.80527174,01_02_2023 LG 282 copy 9.jpg
41,398,1022,48,42,0.81120837,12_13_2022 LG 282 copy.jpg
36,413,972,77,51,0.7362395,05_28_2019_processed copy.jpg
5,439,936,49,48,0.7120026,01_02_2023 LG 282 copy 4.jpg
56,454,890,74,59,0.71644676,06_07_2019_processed copy.jpg
0,467,851,62,43,0.789322,12_29_2022 LG 282 copy 2.jpg
35,488,801,77,51,0.7698706,05_28_2019_processed copy.jpg
62,511,713,70,56,0.74752295,05_07_2019.jpg
21,558,671,43,51,0.7610515,01_02_2023 LG 282 copy 9.jpg
39,603,568,48,42,0.71411234,12_13_2022 LG 282 copy.jpg
68,637,519,52,44,0.7125982,06_14_2019_processed copy.jpg
67,673,448,52,44,0.81546134,06_14_2019_processed copy.jpg
12,711,403,53,39,0.7890342,01_10_2023 LG 282 copy 4.jpg
19,749,359,43,51,0.8298204,01_02_2023 LG 282 copy 9.jpg
6,806,283,52,43,0.7131577,06_14_2019_processed copy 2.jpg
50,898,211,60,46,0.7485697,01_10_2023 LG 282 copy 2.jpg
17,939,180,43,51,0.7726206,01_02_2023 LG 282 copy 9.jpg
60,963,138,70,56,0.73242515,05_07_2019.jpg
2,1054,105,41,85,0.75324816,01_27_2023 LG 282.jpg01_10_2023 LG 282 copy 12_processed copy 2.jpg
9,1098,128,53,39,0.7702722,01_10_2023 LG 282 copy 4.jpg
8,1146,127,53,39,0.854853,01_10_2023 LG 282 copy 4.jpg
7,1241,126,53,39,0.7416724,01_10_2023 LG 282 copy 4.jpg
3,1299,115,41,85,0.7898539,01_27_2023 LG 282.jpg01_10_2023 LG 282 copy 12_processed copy 2.jpg
18,1392,183,43,51,0.8287763,01_02_2023 LG 282 copy 9.jpg
10,1488,259,53,39,0.8188104,01_10_2023 LG 282 copy 4.jpg
11,1530,296,53,39,0.85175186,01_10_2023 LG 282 copy 4.jpg
4,1578,334,41,45,0.70571154,01_02_2023 LG 282 copy 7.jpg
20,1637,406,43,51,0.8526435,01_02_2023 LG 282 copy 9.jpg
13,1687,499,53,39,0.8015063,01_10_2023 LG 282 copy 4.jpg
61,1752,626,70,56,0.73850733,05_07_2019.jpg
22,1805,677,43,51,0.77417654,01_02_2023 LG 282 copy 9.jpg
23,1844,754,43,51,0.80397,01_02_2023 LG 282 copy 9.jpg
14,1882,843,53,39,0.72251135,01_10_2023 LG 282 copy 4.jpg
40,1909,902,48,42,0.90006715,12_13_2022 LG 282 copy.jpg
1,1945,942,51,63,0.7438946,01_02_2023 LG 282 copy.jpg
24,1989,1039,43,51,0.8579091,01_02_2023 LG 282 copy 9.jpg
51,2003,1149,50,47,0.7921303,01_10_2023 LG 282 copy 10.jpg
63,2045,1216,70,56,0.77312243,05_07_2019.jpg
43,2077,1264,48,42,0.8190769,12_13_2022 LG 282 copy.jpg
46,2100,1670,48,42,0.72715944,12_13_2022 LG 282 copy.jpg
27,2142,1385,43,51,0.76843315,01_02_2023 LG 282 copy 9.jpg
28,2174,1423,43,51,0.7907758,01_02_2023 LG 282 copy 9.jpg
44,2191,1467,48,42,0.79841596,12_13_2022 LG 282 copy.jpg
55,2193,1512,62,50,0.8245312,05_10_2019.jpg
53,2206,1563,60,53,0.7701882,01_10_2023 LG 282 copy 12.jpg
30,2250,1591,43,51,0.78565574,01_02_2023 LG 282 copy 9.jpg
31,2269,1632,43,51,0.84911996,01_02_2023 LG 282 copy 9.jpg
52,2281,1681,54,44,0.86106277,01_10_2023 LG 282 copy 11.jpg
66,2304,1766,70,56,0.7421691,05_07_2019.jpg
33,2305,1724,43,51,0.7876502,01_02_2023 LG 282 copy 9.jpg
54,2332,1818,60,53,0.7118308,01_10_2023 LG 282 copy 12.jpg
49,2376,1901,48,42,0.7031105,12_13_2022 LG 282 copy.jpg
