,x,y,w,h,score,match
11,89,1805,41,45,0.76916975,01_02_2023 LG 282 copy 7.jpg
28,192,1841,77,51,0.8518379,05_28_2019_processed copy.jpg
61,196,1889,49,46,0.7779525,01_10_2023 LG 282 copy 3.jpg
27,210,1795,77,51,0.8615898,05_28_2019_processed copy.jpg
26,229,1748,77,51,0.80634075,05_28_2019_processed copy.jpg
25,247,1701,77,51,0.8257669,05_28_2019_processed copy.jpg
83,248,1636,70,56,0.7047346,05_07_2019.jpg
59,257,1651,101,74,0.84892416,06_04_2019_processed copy.jpg
58,268,1606,101,74,0.7795018,06_04_2019_processed copy.jpg
57,285,1563,101,74,0.89728487,06_04_2019_processed copy.jpg
15,315,1538,53,39,0.8371629,01_10_2023 LG 282 copy 4.jpg
56,340,1430,101,74,0.8231796,06_04_2019_processed copy.jpg
22,340,1486,43,51,0.7888463,01_02_2023 LG 282 copy 9.jpg
55,357,1388,101,74,0.72161925,06_04_2019_processed copy.jpg
81,365,1332,70,56,0.73048824,05_07_2019.jpg
54,374,1350,101,74,0.7706429,06_04_2019_processed copy.jpg
24,395,1312,77,51,0.81504464,05_28_2019_processed copy.jpg
78,399,1120,70,56,0.7362298,05_07_2019.jpg
76,401,1088,70,56,0.79078656,05_07_2019.jpg
53,406,1265,101,74,0.9996542,06_04_2019_processed copy.jpg
75,438,1025,70,56,0.75024897,05_07_2019.jpg
8,462,1164,41,85,0.7919396,01_27_2023 LG 282.jpg01_10_2023 LG 282 copy 12_processed copy 2.jpg
77,466,1101,70,56,0.7682045,05_07_2019.jpg
74,509,1022,70,56,0.7621607,05_07_2019.jpg
73,549,924,70,56,0.7050311,05_07_2019.jpg
72,552,785,70,56,0.741788,05_07_2019.jpg
68,554,988,74,59,0.72734135,06_07_2019_processed copy.jpg
60,554,1049,60,46,0.71064395,01_10_2023 LG 282 copy 2.jpg
67,568,946,74,59,0.7419373,06_07_2019_processed copy.jpg
52,572,896,101,74,0.7739077,06_04_2019_processed copy.jpg
71,576,734,70,56,0.7141393,05_07_2019.jpg
70,591,703,70,56,0.7406403,05_07_2019.jpg
51,612,806,101,74,0.78853935,06_04_2019_processed copy.jpg
66,612,863,74,59,0.7623975,06_07_2019_processed copy.jpg
69,623,649,70,56,0.7410666,05_07_2019.jpg
38,674,728,48,42,0.82030255,12_13_2022 LG 282 copy.jpg
65,692,682,74,59,0.8089852,06_07_2019_processed copy.jpg
50,713,1899,48,42,0.7183686,12_13_2022 LG 282 copy.jpg
21,751,599,43,51,0.86144453,01_02_2023 LG 282 copy 9.jpg
14,774,566,53,39,0.8232524,01_10_2023 LG 282 copy 4.jpg
13,831,460,47,63,0.76762587,01_02_2023 LG 282 copy 5.jpg
84,833,1820,70,56,0.7007433,05_07_2019.jpg
20,869,424,43,51,0.72340703,01_02_2023 LG 282 copy 9.jpg
9,913,407,41,45,0.77834815,01_02_2023 LG 282 copy 7.jpg
19,947,356,43,51,0.9052821,01_02_2023 LG 282 copy 9.jpg
30,1080,268,48,42,0.81941307,12_13_2022 LG 282 copy.jpg
31,1142,283,48,42,0.7043455,12_13_2022 LG 282 copy.jpg
6,1181,213,41,85,0.753174,01_27_2023 LG 282.jpg01_10_2023 LG 282 copy 12_processed copy 2.jpg
5,1227,234,51,63,0.79520535,01_02_2023 LG 282 copy.jpg
29,1272,246,48,42,0.7324272,12_13_2022 LG 282 copy.jpg
17,1306,303,43,51,0.77183664,01_02_2023 LG 282 copy 9.jpg
16,1370,265,43,51,0.83079135,01_02_2023 LG 282 copy 9.jpg
7,1420,257,41,85,0.7451359,01_27_2023 LG 282.jpg01_10_2023 LG 282 copy 12_processed copy 2.jpg
18,1466,306,43,51,0.8637967,01_02_2023 LG 282 copy 9.jpg
12,1506,349,57,43,0.77154064,12_13_2022 LG 282 copy 3.jpg
32,1544,398,48,42,0.74589634,12_13_2022 LG 282 copy.jpg
33,1593,421,48,42,0.814342,12_13_2022 LG 282 copy.jpg
34,1626,457,48,42,0.86770225,12_13_2022 LG 282 copy.jpg
64,1681,541,60,53,0.79609793,01_10_2023 LG 282 copy 12.jpg
35,1714,581,48,42,0.8461996,12_13_2022 LG 282 copy.jpg
10,1742,1284,41,45,0.7379272,01_02_2023 LG 282 copy 7.jpg
36,1768,663,48,42,0.8257855,12_13_2022 LG 282 copy.jpg
37,1791,715,48,42,0.8223114,12_13_2022 LG 282 copy.jpg
23,1830,791,77,51,0.7597128,05_28_2019_processed copy.jpg
39,1856,845,48,42,0.7681714,12_13_2022 LG 282 copy.jpg
0,1880,925,84,47,0.9996784,06_04_2019_processed copy 2.jpg
40,1883,878,48,42,0.8019306,12_13_2022 LG 282 copy.jpg
1,1914,1001,84,47,0.81561,06_04_2019_processed copy 2.jpg
2,1951,1084,84,47,0.7899071,06_04_2019_processed copy 2.jpg
79,1987,1153,70,56,0.812721,05_07_2019.jpg
80,2028,1229,70,56,0.83658344,05_07_2019.jpg
3,2056,1328,100,51,0.99993324,06_04_2019_processed copy 3.jpg
62,2065,1281,54,44,0.7829875,01_10_2023 LG 282 copy 11.jpg
41,2125,1407,48,42,0.8572533,12_13_2022 LG 282 copy.jpg
42,2140,1442,48,42,0.7833658,12_13_2022 LG 282 copy.jpg
82,2147,1511,70,56,0.81517607,05_07_2019.jpg
43,2197,1574,48,42,0.75324935,12_13_2022 LG 282 copy.jpg
44,2212,1613,48,42,0.78691393,12_13_2022 LG 282 copy.jpg
45,2235,1657,48,42,0.81788677,12_13_2022 LG 282 copy.jpg
46,2245,1685,48,42,0.7395318,12_13_2022 LG 282 copy.jpg
47,2269,1738,48,42,0.84458387,12_13_2022 LG 282 copy.jpg
48,2287,1780,48,42,0.8270543,12_13_2022 LG 282 copy.jpg
4,2294,1890,100,51,0.8002572,06_04_2019_processed copy 3.jpg
63,2299,1816,54,44,0.7965124,01_10_2023 LG 282 copy 11.jpg
49,2317,1861,48,42,0.794571,12_13_2022 LG 282 copy.jpg
