,x,y,w,h,score,match
99,116,1476,70,56,0.82938945,05_07_2019.jpg
27,141,1681,41,45,0.7388744,01_02_2023 LG 282 copy 7.jpg
37,147,1816,53,39,0.82923204,01_10_2023 LG 282 copy 4.jpg
36,165,1768,53,39,0.81802344,01_10_2023 LG 282 copy 4.jpg
81,174,1889,49,46,0.70723194,01_10_2023 LG 282 copy 3.jpg
80,187,1715,49,46,0.802871,01_10_2023 LG 282 copy 3.jpg
35,201,1675,53,39,0.87557477,01_10_2023 LG 282 copy 4.jpg
96,234,1210,70,56,0.8065125,05_07_2019.jpg
54,242,1580,43,51,0.8789432,01_02_2023 LG 282 copy 9.jpg
97,246,1244,70,56,0.77845895,05_07_2019.jpg
56,248,1530,77,51,0.79758155,05_28_2019_processed copy.jpg
74,277,1492,48,42,0.8064496,12_13_2022 LG 282 copy.jpg
86,292,1448,74,59,0.79645944,06_07_2019_processed copy.jpg
73,332,1361,48,42,0.7715852,12_13_2022 LG 282 copy.jpg
34,353,1319,53,39,0.78255826,01_10_2023 LG 282 copy 4.jpg
87,363,1639,74,59,0.7307273,06_07_2019_processed copy.jpg
85,370,1273,74,59,0.80278975,06_07_2019_processed copy.jpg
84,388,1228,74,59,0.8355801,06_07_2019_processed copy.jpg
70,409,1187,48,42,0.81626505,12_13_2022 LG 282 copy.jpg
69,428,1147,48,42,0.8388401,12_13_2022 LG 282 copy.jpg
79,449,1245,49,46,0.7188233,01_10_2023 LG 282 copy 3.jpg
68,467,1064,48,42,0.8619802,12_13_2022 LG 282 copy.jpg
94,505,707,70,56,0.70148754,05_07_2019.jpg
67,505,976,48,42,0.8952773,12_13_2022 LG 282 copy.jpg
90,516,507,70,56,0.7648532,05_07_2019.jpg
52,519,1298,43,51,0.7383838,01_02_2023 LG 282 copy 9.jpg
63,529,691,48,42,0.7765622,12_13_2022 LG 282 copy.jpg
91,531,532,70,56,0.74998206,05_07_2019.jpg
66,542,892,48,42,0.82187176,12_13_2022 LG 282 copy.jpg
92,543,561,70,56,0.72796607,05_07_2019.jpg
93,553,606,70,56,0.74629694,05_07_2019.jpg
65,583,810,48,42,0.8439121,12_13_2022 LG 282 copy.jpg
46,610,768,43,51,0.77889544,01_02_2023 LG 282 copy 9.jpg
45,629,724,43,51,0.84981984,01_02_2023 LG 282 copy 9.jpg
44,652,677,43,51,0.85259587,01_02_2023 LG 282 copy 9.jpg
43,677,636,43,51,0.8449016,01_02_2023 LG 282 copy 9.jpg
49,687,972,43,51,0.7984487,01_02_2023 LG 282 copy 9.jpg
42,700,592,43,51,0.89575344,01_02_2023 LG 282 copy 9.jpg
41,724,545,43,51,0.8686932,01_02_2023 LG 282 copy 9.jpg
40,752,489,43,51,0.8048621,01_02_2023 LG 282 copy 9.jpg
39,777,444,43,51,0.7846714,01_02_2023 LG 282 copy 9.jpg
23,864,325,49,47,0.8085104,01_02_2023 LG 282 copy 3.jpg
22,899,281,49,47,0.830143,01_02_2023 LG 282 copy 3.jpg
82,969,212,56,44,0.7775973,11_15_2022 LG 282.jpg01_10_2023 LG 282 copy 12_processed copy.jpg
11,1031,493,41,85,0.7649542,01_27_2023 LG 282.jpg01_10_2023 LG 282 copy 12_processed copy 2.jpg
16,1046,144,44,37,0.72124547,01_02_2023 LG 282 copy 2.jpg
6,1046,253,51,63,0.7953156,01_02_2023 LG 282 copy.jpg
78,1074,418,49,46,0.7692818,01_10_2023 LG 282 copy 3.jpg
10,1075,489,41,85,0.78616613,01_27_2023 LG 282.jpg01_10_2023 LG 282 copy 12_processed copy 2.jpg
21,1094,117,49,47,0.80013424,01_02_2023 LG 282 copy 3.jpg
88,1097,15,70,56,0.76522666,05_07_2019.jpg
38,1150,261,43,51,0.7317964,01_02_2023 LG 282 copy 9.jpg
8,1200,228,41,85,0.7231036,01_27_2023 LG 282.jpg01_10_2023 LG 282 copy 12_processed copy 2.jpg
18,1202,80,49,47,0.80064243,01_02_2023 LG 282 copy 3.jpg
29,1254,77,52,49,0.823349,12_13_2022 LG 282 copy 2.jpg
9,1254,228,41,85,0.77746385,01_27_2023 LG 282.jpg01_10_2023 LG 282 copy 12_processed copy 2.jpg
24,1319,78,41,45,0.8214171,01_02_2023 LG 282 copy 7.jpg
19,1364,80,49,47,0.86342794,01_02_2023 LG 282 copy 3.jpg
20,1412,85,49,47,0.8309235,01_02_2023 LG 282 copy 3.jpg
57,1493,230,48,42,0.7769635,12_13_2022 LG 282 copy.jpg
28,1512,126,57,43,0.8468191,12_13_2022 LG 282 copy 3.jpg
89,1523,302,70,56,0.7401687,05_07_2019.jpg
30,1565,154,45,42,0.77421707,01_02_2023 LG 282 copy 6.jpg
14,1597,74,50,58,0.74461895,02_07_2023 LG 282.jpg01_10_2023 LG 282 copy 12_processed copy 2.jpg
25,1619,192,41,45,0.7410437,01_02_2023 LG 282 copy 7.jpg
7,1636,68,41,85,0.7469728,01_27_2023 LG 282.jpg01_10_2023 LG 282 copy 12_processed copy 2.jpg
55,1698,263,77,51,0.803844,05_28_2019_processed copy.jpg
31,1715,312,47,40,0.82605094,01_10_2023 LG 282 copy 8.jpg
5,1737,187,51,63,0.71918994,01_02_2023 LG 282 copy.jpg
32,1749,353,47,40,0.84794337,01_10_2023 LG 282 copy 8.jpg
58,1804,437,48,42,0.81578314,12_13_2022 LG 282 copy.jpg
15,1808,280,50,58,0.71999973,02_07_2023 LG 282.jpg01_10_2023 LG 282 copy 12_processed copy 2.jpg
77,1827,486,50,47,0.7596949,01_10_2023 LG 282 copy 10.jpg
59,1854,533,48,42,0.87462556,12_13_2022 LG 282 copy.jpg
60,1874,583,48,42,0.8817079,12_13_2022 LG 282 copy.jpg
61,1900,630,48,42,0.88410854,12_13_2022 LG 282 copy.jpg
62,1922,677,48,42,0.8776208,12_13_2022 LG 282 copy.jpg
0,1935,717,62,43,0.85268456,12_29_2022 LG 282 copy 2.jpg
64,1960,762,48,42,0.854131,12_13_2022 LG 282 copy.jpg
47,1976,802,43,51,0.86027926,01_02_2023 LG 282 copy 9.jpg
48,1998,851,43,51,0.8620843,01_02_2023 LG 282 copy 9.jpg
83,2049,750,74,59,0.7626957,06_07_2019_processed copy.jpg
50,2061,1004,43,51,0.8705022,01_02_2023 LG 282 copy 9.jpg
95,2087,1176,70,56,0.7910229,05_07_2019.jpg
33,2092,1099,53,39,0.7846824,01_10_2023 LG 282 copy 4.jpg
51,2128,1187,43,51,0.86303616,01_02_2023 LG 282 copy 9.jpg
98,2131,1267,70,56,0.74811125,05_07_2019.jpg
71,2143,1237,48,42,0.81545794,12_13_2022 LG 282 copy.jpg
1,2170,1315,62,43,0.840922,12_29_2022 LG 282 copy 2.jpg
72,2192,1358,48,42,0.86233467,12_13_2022 LG 282 copy.jpg
17,2204,1052,44,37,0.7017877,01_02_2023 LG 282 copy 2.jpg
2,2206,1399,62,43,0.7951358,12_29_2022 LG 282 copy 2.jpg
4,2217,1791,62,43,0.7259323,12_29_2022 LG 282 copy 2.jpg
100,2219,1483,70,56,0.8362577,05_07_2019.jpg
102,2249,1849,70,56,0.7035058,05_07_2019.jpg
53,2256,1531,43,51,0.84874904,01_02_2023 LG 282 copy 9.jpg
3,2265,1579,62,43,0.7672237,12_29_2022 LG 282 copy 2.jpg
75,2287,1622,48,42,0.83386654,12_13_2022 LG 282 copy.jpg
26,2289,1359,41,45,0.7669087,01_02_2023 LG 282 copy 7.jpg
101,2295,1703,70,56,0.8004539,05_07_2019.jpg
12,2330,1754,62,50,0.78223616,12_29_2022 LG 282 copy.jpg
13,2346,1801,62,50,0.8177555,12_29_2022 LG 282 copy.jpg
76,2366,1850,48,42,0.8269932,12_13_2022 LG 282 copy.jpg
