,x,y,w,h,score,match
73,24,529,70,56,0.7058544,05_07_2019.jpg
77,49,1304,70,56,0.7090135,05_07_2019.jpg
80,52,1771,70,56,0.76001024,05_07_2019.jpg
72,52,478,70,56,0.71484566,05_07_2019.jpg
79,79,1628,70,56,0.7059686,05_07_2019.jpg
78,104,1328,70,56,0.7114957,05_07_2019.jpg
74,122,1163,70,56,0.7024693,05_07_2019.jpg
23,143,1871,53,39,0.70910275,01_10_2023 LG 282 copy 4.jpg
22,156,1836,53,39,0.83942354,01_10_2023 LG 282 copy 4.jpg
76,159,1268,70,56,0.7414053,05_07_2019.jpg
48,175,1781,43,51,0.78684944,01_02_2023 LG 282 copy 9.jpg
47,189,1731,43,51,0.7724989,01_02_2023 LG 282 copy 9.jpg
3,203,1680,46,66,0.74117786,12_13_2022 LG 282 copy 4.jpg
46,221,1640,43,51,0.8585838,01_02_2023 LG 282 copy 9.jpg
45,242,1593,43,51,0.9066655,01_02_2023 LG 282 copy 9.jpg
75,246,1203,70,56,0.73251987,05_07_2019.jpg
88,257,1546,52,44,0.85187733,06_14_2019_processed copy.jpg
87,281,1505,52,44,0.7656631,06_14_2019_processed copy.jpg
86,299,1462,52,44,0.79157245,06_14_2019_processed copy.jpg
43,322,1411,43,51,0.8474692,01_02_2023 LG 282 copy 9.jpg
85,337,1374,52,44,0.79980695,06_14_2019_processed copy.jpg
84,351,1329,52,44,0.80214375,06_14_2019_processed copy.jpg
21,378,1280,53,39,0.7727136,01_10_2023 LG 282 copy 4.jpg
40,415,1197,43,51,0.8193173,01_02_2023 LG 282 copy 9.jpg
39,436,1156,43,51,0.79788536,01_02_2023 LG 282 copy 9.jpg
70,449,1116,74,59,0.85297656,06_07_2019_processed copy.jpg
69,468,1074,74,59,0.8349592,06_07_2019_processed copy.jpg
54,486,1035,48,42,0.8259555,12_13_2022 LG 282 copy.jpg
53,505,993,48,42,0.7627163,12_13_2022 LG 282 copy.jpg
67,536,909,54,44,0.72880304,01_10_2023 LG 282 copy 11.jpg
24,585,824,55,56,0.7132397,01_10_2023 LG 282 copy 5.jpg
35,625,741,43,51,0.73123896,01_02_2023 LG 282 copy 9.jpg
82,677,619,52,44,0.7438243,06_14_2019_processed copy.jpg
12,718,580,41,45,0.7059402,01_02_2023 LG 282 copy 7.jpg
33,754,478,43,51,0.71281874,01_02_2023 LG 282 copy 9.jpg
81,772,439,52,44,0.74542516,06_14_2019_processed copy.jpg
11,814,402,41,45,0.70560426,01_02_2023 LG 282 copy 7.jpg
32,860,310,43,51,0.7322364,01_02_2023 LG 282 copy 9.jpg
31,896,264,43,51,0.71863455,01_02_2023 LG 282 copy 9.jpg
4,928,227,44,37,0.722556,01_02_2023 LG 282 copy 2.jpg
7,969,198,41,45,0.72327685,01_02_2023 LG 282 copy 7.jpg
