,x,y,w,h,score,match
79,98,1861,70,56,0.8022617,05_07_2019.jpg
51,123,1816,77,51,0.86024135,05_28_2019_processed copy.jpg
60,160,1767,49,46,0.8394859,01_10_2023 LG 282 copy 3.jpg
16,168,1734,53,39,0.8516298,01_10_2023 LG 282 copy 4.jpg
73,170,1425,70,56,0.7373451,05_07_2019.jpg
49,176,1676,77,51,0.87991726,05_28_2019_processed copy.jpg
77,182,1624,70,56,0.80598676,05_07_2019.jpg
76,200,1578,70,56,0.8254228,05_07_2019.jpg
47,232,1539,77,51,0.80474424,05_28_2019_processed copy.jpg
75,237,1491,70,56,0.81786305,05_07_2019.jpg
74,258,1439,70,56,0.8516799,05_07_2019.jpg
72,290,1358,70,56,0.82424223,05_07_2019.jpg
66,311,1863,74,59,0.7462434,06_07_2019_processed copy.jpg
46,323,1316,77,51,0.88543016,05_28_2019_processed copy.jpg
45,339,1272,77,51,0.86553234,05_28_2019_processed copy.jpg
44,357,1228,77,51,0.84775287,05_28_2019_processed copy.jpg
43,372,1188,77,51,0.8073081,05_28_2019_processed copy.jpg
65,399,1148,74,59,0.8125854,06_07_2019_processed copy.jpg
70,411,1058,70,56,0.8009504,05_07_2019.jpg
68,450,967,70,56,0.75320566,05_07_2019.jpg
32,521,896,43,51,0.8158668,01_02_2023 LG 282 copy 9.jpg
31,547,810,43,51,0.80438256,01_02_2023 LG 282 copy 9.jpg
67,565,716,70,56,0.7828471,05_07_2019.jpg
29,572,766,43,51,0.83460516,01_02_2023 LG 282 copy 9.jpg
42,598,674,77,51,0.75189507,05_28_2019_processed copy.jpg
28,636,631,43,51,0.7755733,01_02_2023 LG 282 copy 9.jpg
80,636,1863,70,56,0.7209677,05_07_2019.jpg
27,659,582,43,51,0.829338,01_02_2023 LG 282 copy 9.jpg
26,686,525,43,51,0.8467483,01_02_2023 LG 282 copy 9.jpg
1,746,409,62,43,0.74241626,12_29_2022 LG 282 copy 2.jpg
21,819,311,43,51,0.7643257,01_02_2023 LG 282 copy 9.jpg
11,857,273,49,48,0.88513047,01_02_2023 LG 282 copy 4.jpg
7,926,195,49,47,0.77951646,01_02_2023 LG 282 copy 3.jpg
6,972,164,49,47,0.8658402,01_02_2023 LG 282 copy 3.jpg
20,1014,132,43,51,0.86316043,01_02_2023 LG 282 copy 9.jpg
18,1066,111,43,51,0.8890264,01_02_2023 LG 282 copy 9.jpg
52,1160,78,48,42,0.80372185,12_13_2022 LG 282 copy.jpg
4,1166,42,44,37,0.74242795,01_02_2023 LG 282 copy 2.jpg
53,1212,82,48,42,0.8633322,12_13_2022 LG 282 copy.jpg
14,1279,91,53,39,0.86251104,01_10_2023 LG 282 copy 4.jpg
17,1373,103,43,51,0.92234963,01_02_2023 LG 282 copy 9.jpg
19,1425,124,43,51,0.83339715,01_02_2023 LG 282 copy 9.jpg
9,1469,156,57,43,0.7908128,12_13_2022 LG 282 copy 3.jpg
10,1514,186,57,43,0.8004802,12_13_2022 LG 282 copy 3.jpg
12,1560,228,47,40,0.8297231,01_10_2023 LG 282 copy 8.jpg
57,1598,264,50,47,0.8728997,01_10_2023 LG 282 copy 10.jpg
58,1635,302,50,47,0.8894989,01_10_2023 LG 282 copy 10.jpg
59,1670,342,50,47,0.8624381,01_10_2023 LG 282 copy 10.jpg
22,1707,375,43,51,0.8470416,01_02_2023 LG 282 copy 9.jpg
23,1735,419,43,51,0.84393483,01_02_2023 LG 282 copy 9.jpg
24,1761,464,43,51,0.86019003,01_02_2023 LG 282 copy 9.jpg
25,1794,513,43,51,0.8000784,01_02_2023 LG 282 copy 9.jpg
62,1808,568,60,53,0.7757809,01_10_2023 LG 282 copy 12.jpg
54,1821,694,48,42,0.7228868,12_13_2022 LG 282 copy.jpg
63,1829,614,60,53,0.7690732,01_10_2023 LG 282 copy 12.jpg
15,1868,654,53,39,0.70620286,01_10_2023 LG 282 copy 4.jpg
2,1899,736,62,43,0.7942352,12_29_2022 LG 282 copy 2.jpg
30,1926,774,43,51,0.792303,01_02_2023 LG 282 copy 9.jpg
55,1971,883,48,42,0.7871064,12_13_2022 LG 282 copy.jpg
3,2000,927,62,43,0.8375946,12_29_2022 LG 282 copy 2.jpg
69,2017,1016,70,56,0.81006026,05_07_2019.jpg
33,2066,1063,43,51,0.79423004,01_02_2023 LG 282 copy 9.jpg
13,2090,1108,47,40,0.7286223,01_10_2023 LG 282 copy 8.jpg
71,2092,1198,70,56,0.76785785,05_07_2019.jpg
34,2098,1153,43,51,0.7901029,01_02_2023 LG 282 copy 9.jpg
56,2125,1244,48,42,0.78930944,12_13_2022 LG 282 copy.jpg
35,2152,1277,43,51,0.74363804,01_02_2023 LG 282 copy 9.jpg
36,2180,1321,43,51,0.8052266,01_02_2023 LG 282 copy 9.jpg
37,2214,1405,43,51,0.78843033,01_02_2023 LG 282 copy 9.jpg
38,2236,1445,43,51,0.75530833,01_02_2023 LG 282 copy 9.jpg
0,2247,1540,84,47,0.79225564,06_04_2019_processed copy 2.jpg
39,2247,1491,43,51,0.7998555,01_02_2023 LG 282 copy 9.jpg
61,2292,1582,54,44,0.73915136,01_10_2023 LG 282 copy 11.jpg
48,2294,1613,77,51,0.7539094,05_28_2019_processed copy.jpg
41,2302,1881,43,51,0.7253053,01_02_2023 LG 282 copy 9.jpg
40,2325,1662,43,51,0.78617877,01_02_2023 LG 282 copy 9.jpg
50,2335,1706,77,51,0.7871869,05_28_2019_processed copy.jpg
78,2338,1751,70,56,0.7577329,05_07_2019.jpg
64,2386,1848,62,50,0.76119375,05_10_2019.jpg
8,2480,1644,49,47,0.77963203,01_02_2023 LG 282 copy 3.jpg
5,2537,1786,44,37,0.7496581,01_02_2023 LG 282 copy 2.jpg
